journal_title,issn,e_issn,twitter,ahci,ssci,scie,has_twitter,wos_scie,wos_ssci,wos_ahci,publisher_name,account_created_date
journal of the professional association for cactus development,1938-663X,1938-6648,NA,0,0,1,0,Horticulture,NA,NA,PROFESSIONAL ASSOC CACTUS DEVELOPMENT,NA
journal of the ramanujan mathematical society,0970-1249,2320-3110,NA,0,0,1,0,Mathematics,NA,NA,RAMANUJAN MATHEMATICAL SOC,NA
journal of the renin-angiotensin-aldosterone system,1470-3203,1752-8976,NA,0,0,1,0,Peripheral Vascular Diseases,NA,NA,HINDAWI LTD,NA
journal of the royal anthropological institute,1359-0987,1467-9655,NA,0,1,0,0,NA,Anthropology,NA,WILEY,NA
journal of the royal asiatic society,1356-1863,1474-0591,NA,1,0,0,0,NA,NA,Asian Studies,CAMBRIDGE UNIV PRESS,NA
journal of the royal musical association,0269-0403,1471-6933,NA,1,0,0,0,NA,NA,Music,CAMBRIDGE UNIV PRESS,NA
journal of the royal society interface,1742-5689,1742-5662,NA,0,0,1,0,Multidisciplinary Sciences,NA,NA,ROYAL SOC,NA
journal of the royal society of medicine,0141-0768,1758-1095,EditorJRSM,0,0,1,1,"Medicine, General & Internal",NA,NA,SAGE PUBLICATIONS LTD,4/26/2010
journal of the royal society of new zealand,0303-6758,1175-8899,NA,0,0,1,0,Multidisciplinary Sciences,NA,NA,TAYLOR & FRANCIS LTD,NA
journal of the royal statistical society series a-statistics in society,0964-1998,1467-985X,NA,0,1,1,0,Statistics & Probability,"Social Sciences, Mathematical Methods",NA,WILEY,NA
journal of the royal statistical society series a-statistics in society,0964-1998,1467-985X,NA,0,1,1,0,Statistics & Probability,"Social Sciences, Mathematical Methods",NA,WILEY,NA
journal of the royal statistical society series b-statistical methodology,1369-7412,1467-9868,NA,0,0,1,0,Statistics & Probability,NA,NA,WILEY,NA
journal of the royal statistical society series c-applied statistics,0035-9254,1467-9876,NA,0,0,1,0,Statistics & Probability,NA,NA,WILEY,NA
journal of the science of food and agriculture,0022-5142,1097-0010,NA,0,0,1,0,"Agriculture, Multidisciplinary | Chemistry, Applied | Food Science & Technology",NA,NA,WILEY,NA
journal of the serbian chemical society,0352-5139,0352-5139,NA,0,0,1,0,"Chemistry, Multidisciplinary",NA,NA,SERBIAN CHEMICAL SOC,NA
journal of the society for american music,1752-1963,1752-1971,JSAMMusic,1,0,0,1,NA,NA,Music,CAMBRIDGE UNIV PRESS,3/21/2012
journal of the society for information display,1071-0922,1938-3657,NA,0,0,1,0,"Engineering, Electrical & Electronic | Materials Science, Multidisciplinary | Optics | Physics, Applied",NA,NA,WILEY,NA
journal of the society for social work and research,2334-2315,1948-822X,NA,0,1,0,0,NA,Social Work,NA,UNIV CHICAGO PRESS,NA
journal of the society of architectural historians,0037-9808,2150-5926,NA,1,0,0,0,NA,NA,Architecture,SOC ARCHITECTURAL HISTORIANS,NA
journal of the society of christian ethics,1540-7942,2326-2176,NA,1,0,0,0,NA,NA,Religion,SOC CHRISTIAN ETHICS,NA
journal of the society of leather technologists and chemists,0144-0322,0144-0322,NA,0,0,1,0,"Materials Science, Textiles",NA,NA,SOC LEATHER TECHNOL CHEMISTS,NA
journal of the south african institution of civil engineering,1021-2019,2309-8775,NA,0,0,1,0,"Engineering, Civil",NA,NA,SAICE-SAISI,NA
journal of the south african veterinary association,1019-9128,2224-9435,NA,0,0,1,0,Veterinary Sciences,NA,NA,AOSIS,NA
journal of the southern african institute of mining and metallurgy,2225-6253,2411-9717,NA,0,0,1,0,Metallurgy & Metallurgical Engineering | Mining & Mineral Processing,NA,NA,SOUTHERN  AFRICAN INST MINING METALLURGY,NA
journal of the southwest,0894-8410,2158-1371,jsw_uaz,1,0,0,1,NA,NA,History,UNIV ARIZONA,8/19/2019
journal of the taiwan institute of chemical engineers,1876-1070,1876-1089,NA,0,0,1,0,"Engineering, Chemical",NA,NA,ELSEVIER,NA
journal of the textile institute,0040-5000,1754-2340,NA,0,0,1,0,"Materials Science, Textiles",NA,NA,TAYLOR & FRANCIS LTD,NA
journal of the torrey botanical society,1095-5674,1940-0616,NA,0,0,1,0,Plant Sciences,NA,NA,TORREY BOTANICAL SOC,NA
journal of the warburg and courtauld institutes,0075-4390,2044-0014,NA,1,0,0,0,NA,NA,Art,WARBURG INST,NA
journal of the west,0022-5169,1930-0115,NA,1,0,0,0,NA,NA,History,ABC-CLIO,NA
journal of the world aquaculture society,0893-8849,1749-7345,NA,0,0,1,0,Fisheries,NA,NA,WILEY,NA
journal of theological studies,0022-5185,1477-4607,NA,1,0,0,0,NA,NA,Religion,OXFORD UNIV PRESS,NA
journal of theoretical and applied electronic commerce research,0718-1876,0718-1876,NA,0,1,0,0,NA,Business,NA,MDPI,NA
journal of theoretical and applied mechanics,1429-2955,1429-2955,NA,0,0,1,0,Mechanics,NA,NA,POLISH SOC THEORETICAL & APPLIED MECHANICS,NA
journal of theoretical and computational acoustics,2591-7285,2591-7811,NA,0,0,1,0,"Acoustics | Mathematics, Interdisciplinary Applications",NA,NA,WORLD SCIENTIFIC PUBL CO PTE LTD,NA
journal of theoretical biology,0022-5193,1095-8541,NA,0,0,1,0,Biology | Mathematical & Computational Biology,NA,NA,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,NA
journal of theoretical politics,0951-6298,1460-3667,jthpol,0,1,0,1,NA,Political Science,NA,SAGE PUBLICATIONS LTD,9/16/2015
journal of theoretical probability,0894-9840,1572-9230,NA,0,0,1,0,Statistics & Probability,NA,NA,SPRINGER/PLENUM PUBLISHERS,NA
journal of thermal analysis and calorimetry,1388-6150,1588-2926,NA,0,0,1,0,"Thermodynamics | Chemistry, Analytical | Chemistry, Physical",NA,NA,SPRINGER,NA
journal of thermal biology,0306-4565,1879-0992,NA,0,0,1,0,Biology | Zoology,NA,NA,PERGAMON-ELSEVIER SCIENCE LTD,NA
journal of thermal science,1003-2169,1993-033X,NA,0,0,1,0,"Thermodynamics | Engineering, Mechanical",NA,NA,SPRINGER,NA
journal of thermal science and engineering applications,1948-5085,1948-5093,NA,0,0,1,0,"Thermodynamics | Engineering, Mechanical",NA,NA,ASME,NA
journal of thermal science and technology,1880-5566,1880-5566,NA,0,0,1,0,Thermodynamics,NA,NA,JAPAN SOC MECHANICAL ENGINEERS,NA
journal of thermal spray technology,1059-9630,1544-1016,NA,0,0,1,0,"Materials Science, Coatings & Films",NA,NA,SPRINGER,NA
journal of thermal stresses,0149-5739,1521-074X,NA,0,0,1,0,Thermodynamics | Mechanics,NA,NA,TAYLOR & FRANCIS INC,NA
journal of thermophysics and heat transfer,0887-8722,1533-6808,NA,0,0,1,0,"Thermodynamics | Engineering, Mechanical",NA,NA,AMER INST AERONAUTICS  ASTRONAUTICS,NA
journal of thermoplastic composite materials,0892-7057,1530-7980,NA,0,0,1,0,"Materials Science, Composites",NA,NA,SAGE PUBLICATIONS LTD,NA
journal of thoracic and cardiovascular surgery,0022-5223,1097-685X,NA,0,0,1,0,Cardiac & Cardiovascular System | Respiratory System | Surgery,NA,NA,MOSBY-ELSEVIER,NA
journal of thoracic disease,2072-1439,2077-6624,NA,0,0,1,0,Respiratory System,NA,NA,AME PUBL CO,NA
journal of thoracic imaging,0883-5993,1536-0237,ThoracicImaging,0,0,1,1,"Radiology, Nuclear Medicine & Medical Imaging",NA,NA,LIPPINCOTT WILLIAMS & WILKINS,4/14/2010
journal of thoracic oncology,1556-0864,1556-1380,NA,0,0,1,0,Oncology | Respiratory System,NA,NA,ELSEVIER SCIENCE INC,NA
journal of thrombosis and haemostasis,1538-7933,1538-7836,NA,0,0,1,0,Hematology | Peripheral Vascular Diseases,NA,NA,WILEY,NA
journal of thrombosis and thrombolysis,0929-5305,1573-742X,NA,0,0,1,0,Cardiac & Cardiovascular System | Hematology | Peripheral Vascular Diseases,NA,NA,SPRINGER,NA
journal of time series analysis,0143-9782,1467-9892,NA,0,0,1,0,"Mathematics, Interdisciplinary Applications | Statistics & Probability",NA,NA,WILEY,NA
journal of tissue engineering,2041-7314,2041-7314,JTissEng,0,0,1,1,Cell & Tissue Engineering,NA,NA,SAGE PUBLICATIONS INC,1/2/2011
journal of tissue engineering and regenerative medicine,1932-6254,1932-7005,NA,0,0,1,0,"Cell & Tissue Engineering | Biotechnology & Applied Microbiology | Cell Biology | Engineering, Biomedical",NA,NA,WILEY,NA
journal of tissue viability,0965-206X,1876-4746,NA,0,1,1,0,Dermatology | Nursing,Nursing,NA,ELSEVIER SCI LTD,NA
journal of tissue viability,0965-206X,1876-4746,NA,0,1,1,0,Dermatology | Nursing,Nursing,NA,ELSEVIER SCI LTD,NA
journal of topology,1753-8416,1753-8424,NA,0,0,1,0,Mathematics,NA,NA,WILEY,NA
journal of topology and analysis,1793-5253,1793-7167,NA,0,0,1,0,Mathematics,NA,NA,WORLD SCIENTIFIC PUBL CO PTE LTD,NA
journal of tourism and cultural change,1476-6825,1747-7654,NA,0,1,0,0,NA,"Hospitality, Leisure, Sport & Tourism",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
journal of toxicologic pathology,0914-9198,1881-915X,NA,0,0,1,0,Pathology | Toxicology,NA,NA,JAPANESE SOC TOXICOLOGIC PATHOLOGY,NA
journal of toxicological sciences,0388-1350,1880-3989,NA,0,0,1,0,Toxicology,NA,NA,JAPANESE SOC TOXICOLOGICAL SCIENCES,NA
journal of toxicology and environmental health-part a-current issues,1528-7394,1087-2620,NA,0,0,1,0,"Environmental Sciences | Public, Environmental & Occupational Health | Toxicology",NA,NA,TAYLOR & FRANCIS INC,NA
journal of toxicology and environmental health-part b-critical reviews,1093-7404,1521-6950,NA,0,0,1,0,"Environmental Sciences | Public, Environmental & Occupational Health | Toxicology",NA,NA,TAYLOR & FRANCIS INC,NA
journal of trace elements in medicine and biology,0946-672X,1878-3252,NA,0,0,1,0,Biochemistry & Molecular Biology | Endocrinology & Metabolism,NA,NA,ELSEVIER GMBH,NA
journal of traditional and complementary medicine,2225-4110,2225-4110,NA,0,0,1,0,Integrative & Complementary Medicine,NA,NA,ELSEVIER,NA
journal of traditional chinese medicine,0255-2922,1577-7014,NA,0,0,1,0,Integrative & Complementary Medicine,NA,NA,JOURNAL TRADITIONAL CHINESE MED,NA
journal of transcultural nursing,1043-6596,1552-7832,NA,0,1,1,0,Nursing,Nursing,NA,SAGE PUBLICATIONS INC,NA
journal of transcultural nursing,1043-6596,1552-7832,NA,0,1,1,0,Nursing,Nursing,NA,SAGE PUBLICATIONS INC,NA
journal of translational internal medicine,2450-131X,2224-4018,JTIMjournal,0,0,1,1,"Medicine, General & Internal",NA,NA,SCIENDO,1/4/2021
journal of translational medicine,1479-5876,1479-5876,NA,0,0,1,0,"Medicine, Research & Experimental",NA,NA,BMC,NA
journal of transport & health,2214-1405,2214-1413,NA,0,1,0,0,NA,"Public, Environmental & Occupational Health | Transportation",NA,ELSEVIER SCI LTD,NA
journal of transport and land use,1938-7849,1938-7849,NA,0,1,0,0,NA,Transportation,NA,"UNIV MINNESOTA, CENTER TRANSPORTATION STUDIES",NA
journal of transport economics and policy,0022-5258,1754-5951,NA,0,1,0,0,NA,Economics | Transportation,NA,UNIV BATH,NA
journal of transport geography,0966-6923,1873-1236,NA,0,1,0,0,NA,Economics | Geography | Transportation,NA,ELSEVIER SCI LTD,NA
journal of transportation engineering part a-systems,2473-2907,2473-2893,NA,0,0,1,0,"Engineering, Civil | Transportation Science & Technology",NA,NA,ASCE-AMER SOC CIVIL ENGINEERS,NA
journal of transportation engineering part b-pavements,2573-5438,2573-5438,NA,0,0,1,0,"Engineering, Civil | Transportation Science & Technology",NA,NA,ASCE-AMER SOC CIVIL ENGINEERS,NA
journal of transportation safety & security,1943-9962,1943-9970,NA,0,1,0,0,NA,Transportation,NA,TAYLOR & FRANCIS INC,NA
journal of trauma & dissociation,1529-9732,1529-9740,NA,0,1,0,0,NA,"Psychology, Clinical | Psychiatry",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
journal of trauma and acute care surgery,2163-0755,2163-0763,JTraumAcuteSurg,0,0,1,1,Critical Care Medicine | Surgery,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,6/8/2011
journal of trauma nursing,1078-7496,1932-3883,JTN_online,0,1,1,1,Critical Care Medicine | Nursing,Nursing,NA,LIPPINCOTT WILLIAMS & WILKINS,1/24/2011
journal of trauma nursing,1078-7496,1932-3883,JTN_online,0,1,1,1,Critical Care Medicine | Nursing,Nursing,NA,LIPPINCOTT WILLIAMS & WILKINS,1/24/2011
journal of traumatic stress,0894-9867,1573-6598,NA,0,1,0,0,NA,"Psychology, Clinical | Psychiatry",NA,WILEY,NA
journal of travel & tourism marketing,1054-8408,1540-7306,NA,0,1,0,0,NA,"Hospitality, Leisure, Sport & Tourism",NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
journal of travel medicine,1195-1982,1708-8305,jtravmed,0,0,1,1,"Public, Environmental & Occupational Health | Infectious Diseases | Medicine, General & Internal",NA,NA,OXFORD UNIV PRESS INC,5/26/2017
journal of travel research,0047-2875,1552-6763,NA,0,1,0,0,NA,"Hospitality, Leisure, Sport & Tourism",NA,SAGE PUBLICATIONS INC,NA
journal of tribology-transactions of the asme,0742-4787,1528-8897,NA,0,0,1,0,"Engineering, Mechanical",NA,NA,ASME,NA
journal of tropical ecology,0266-4674,1469-7831,j_trop_ecol,0,0,1,1,Ecology,NA,NA,CAMBRIDGE UNIV PRESS,NA
journal of tropical forest science,0128-1283,0128-1283,NA,0,0,1,0,Forestry,NA,NA,FOREST RESEARCH INST MALAYSIA,NA
journal of tropical medicine,1687-9686,1687-9694,NA,0,0,1,0,"Public, Environmental & Occupational Health | Tropical Medicine",NA,NA,HINDAWI LTD,NA
journal of tropical meteorology,1006-8775,1006-8775,NA,0,0,1,0,Meteorology & Atmospheric Sciences,NA,NA,JOURNAL  OF TROPICAL METEOROLOGICAL PRESS,NA
journal of tropical pediatrics,0142-6338,1465-3664,JTropPeds,0,0,1,1,Pediatrics | Tropical Medicine,NA,NA,OXFORD UNIV PRESS,8/17/2020
journal of turbomachinery-transactions of the asme,0889-504X,1528-8900,NA,0,0,1,0,"Engineering, Mechanical",NA,NA,ASME,NA
journal of turbulence,1468-5248,1468-5248,NA,0,0,1,0,"Mechanics | Physics, Fluids & Plasmas",NA,NA,TAYLOR & FRANCIS LTD,NA
journal of ultrasound in medicine,0278-4297,1550-9613,NA,0,0,1,0,"Acoustics | Radiology, Nuclear Medicine & Medical Imaging",NA,NA,WILEY,NA
journal of universal computer science,0948-695X,0948-6968,NA,0,0,1,0,"Computer Science, Software Engineering | Computer Science, Theory & Methods",NA,NA,"GRAZ UNIV TECHNOLGOY, INST INFORMATION SYSTEMS COMPUTER MEDIA-IICM",NA
journal of urban affairs,0735-2166,1467-9906,JUAurban,0,1,0,1,NA,Urban Studies,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4/26/2013
journal of urban economics,0094-1190,1095-9068,JUrbanEcon,0,1,0,1,NA,Economics | Urban Studies,NA,ACADEMIC PRESS INC ELSEVIER SCIENCE,1/5/2021
journal of urban health-bulletin of the new york academy of medicine,1099-3460,1468-2869,NA,0,0,1,0,"Public, Environmental & Occupational Health | Medicine, General & Internal",NA,NA,SPRINGER,NA
journal of urban history,0096-1442,1552-6771,NA,1,1,0,0,NA,History Of Social Sciences | Urban Studies,History,SAGE PUBLICATIONS INC,NA
journal of urban history,0096-1442,1552-6771,NA,1,1,0,0,NA,History Of Social Sciences | Urban Studies,History,SAGE PUBLICATIONS INC,NA
journal of urban planning and development,0733-9488,1943-5444,NA,0,1,1,0,"Engineering, Civil",Regional & Urban Planning | Urban Studies,NA,ASCE-AMER SOC CIVIL ENGINEERS,NA
journal of urban planning and development,0733-9488,1943-5444,NA,0,1,1,0,"Engineering, Civil",Regional & Urban Planning | Urban Studies,NA,ASCE-AMER SOC CIVIL ENGINEERS,NA
journal of urban technology,1063-0732,1466-1853,NA,0,1,0,0,NA,Urban Studies,NA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",NA
journal of urology,0022-5347,1527-3792,JUrology,0,0,1,1,Urology & Nephrology,NA,NA,LIPPINCOTT WILLIAMS & WILKINS,6/1/2011
journal of vacation marketing,1356-7667,1479-1870,NA,0,1,0,0,NA,"Business | Hospitality, Leisure, Sport & Tourism",NA,SAGE PUBLICATIONS LTD,NA
journal of vacuum science & technology a,0734-2101,1520-8559,NA,0,0,1,0,"Materials Science, Coatings & Films | Physics, Applied",NA,NA,A V S AMER INST PHYSICS,NA
journal of vacuum science & technology b,2166-2746,2166-2754,NA,0,0,1,0,"Engineering, Electrical & Electronic | Nanoscience & Nanotechnology | Physics, Applied",NA,NA,A V S AMER INST PHYSICS,NA
journal of value inquiry,0022-5363,1573-0492,NA,1,1,0,0,NA,Ethics,Philosophy,SPRINGER,NA
journal of value inquiry,0022-5363,1573-0492,NA,1,1,0,0,NA,Ethics,Philosophy,SPRINGER,NA
journal of vascular access,1129-7298,1724-6032,NA,0,0,1,0,Peripheral Vascular Diseases,NA,NA,SAGE PUBLICATIONS LTD,NA
journal of vascular and interventional radiology,1051-0443,1535-7732,JVIRmedia,0,0,1,1,"Radiology, Nuclear Medicine & Medical Imaging | Peripheral Vascular Diseases",NA,NA,ELSEVIER SCIENCE INC,2/3/2014
journal of vascular research,1018-1172,1423-0135,JournalVascRes,0,0,1,1,Physiology | Peripheral Vascular Diseases,NA,NA,KARGER,1/30/2018
journal of vascular surgery,0741-5214,1097-6809,JVascSurg,0,0,1,1,Surgery | Peripheral Vascular Diseases,NA,NA,MOSBY-ELSEVIER,1/9/2017
journal of vascular surgery-venous and lymphatic disorders,2213-333X,2213-333X,NA,0,0,1,0,Surgery | Peripheral Vascular Diseases,NA,NA,ELSEVIER,NA
journal of vector borne diseases,0972-9062,0972-9062,NA,0,0,1,0,Infectious Diseases | Parasitology | Tropical Medicine,NA,NA,WOLTERS KLUWER MEDKNOW PUBLICATIONS,NA
journal of vector ecology,1081-1710,1948-7134,NA,0,0,1,0,Entomology,NA,NA,SOC VECTOR ECOLOGY,NA
journal of vegetation science,1100-9233,1654-1103,NA,0,0,1,0,Plant Sciences | Ecology | Forestry,NA,NA,WILEY,NA
journal of venomous animals and toxins including tropical diseases,1678-9199,1678-9199,JVATiTD,0,0,1,1,Toxicology | Tropical Medicine,NA,NA,CEVAP-SAO PAULO STATE UNIV-UNESP,1/5/2012
journal of vertebrate biology,2694-7684,2694-7684,NA,0,0,1,0,Zoology,NA,NA,INST VERTEBRATE BIOLOGY AS CR,NA
journal of vertebrate paleontology,0272-4634,1937-2809,JVP_vertpaleo,0,0,1,1,Paleontology,NA,NA,TAYLOR & FRANCIS INC,5/10/2021
journal of vestibular research-equilibrium & orientation,0957-4271,1878-6464,NA,0,0,1,0,Neurosciences | Otorhinolaryngology,NA,NA,IOS PRESS,NA
journal of veterinary behavior-clinical applications and research,1558-7878,1878-7517,NA,0,0,1,0,Behavioral Sciences | Veterinary Sciences,NA,NA,ELSEVIER SCIENCE INC,NA
journal of veterinary cardiology,1760-2734,1875-0834,NA,0,0,1,0,Veterinary Sciences,NA,NA,ELSEVIER,NA
journal of veterinary dentistry,0898-7564,2470-4083,NA,0,0,1,0,Veterinary Sciences,NA,NA,SAGE PUBLICATIONS INC,NA
journal of veterinary diagnostic investigation,1040-6387,1943-4936,jvdi_aavld,0,0,1,1,Veterinary Sciences,NA,NA,SAGE PUBLICATIONS INC,1/23/2019
journal of veterinary emergency and critical care,1479-3261,1476-4431,NA,0,0,1,0,Veterinary Sciences,NA,NA,WILEY,NA
journal of veterinary internal medicine,0891-6640,1939-1676,NA,0,0,1,0,Veterinary Sciences,NA,NA,WILEY,NA
journal of veterinary medical education,0748-321X,1943-7218,JVME_AAVMC,0,0,1,1,"Education, Scientific Disciplines | Veterinary Sciences",NA,NA,UNIV TORONTO PRESS INC,6/24/2021
journal of veterinary medical science,0916-7250,1347-7439,NA,0,0,1,0,Veterinary Sciences,NA,NA,JAPAN SOC VET SCI,NA
journal of veterinary pharmacology and therapeutics,0140-7783,1365-2885,NA,0,0,1,0,Pharmacology & Pharmacy | Veterinary Sciences,NA,NA,WILEY,NA
journal of veterinary research,2450-7393,2450-8608,NA,0,0,1,0,Veterinary Sciences,NA,NA,SCIENDO,NA
journal of veterinary science,1229-845X,1976-555X,NA,0,0,1,0,Veterinary Sciences,NA,NA,KOREAN SOC VETERINARY SCIENCE,NA
journal of vibration and acoustics-transactions of the asme,1048-9002,1528-8927,NA,0,0,1,0,"Acoustics | Engineering, Mechanical | Mechanics",NA,NA,ASME,NA
